Kod,Waga,Waga_Pz,Wilg,Piach,Olej
T24060641,699,"667,3","6,2","6,58","2,17"
T24060651,1126,"1087,5","5,9","6,35","2,67"
T24060661,843,"807,3","7,2","6,58","2,08"
T24060731,997,"970,8","6,4","6,70","2,84"
T24060741,1078,"1035,2","6,7","6,70","2,06"
T24060751,533,"506,8","7,2","6,70","2,06"
T24060761,750,723,"7,0","6,70","1,95"
T24060831,635,"612,5","6,4","4,81","1,71"
T24060841,491,474,"6,0","6,70","2,32"
T24060851,897,"856,3","6,0","4,81","2,79"
T24060861,1250,"1202,9","5,9","4,81","2,59"
T24061031,776,"745,8","7,3","5,61","1,91"
T24061031,776,"745,8","7,3","5,61","1,91"
T24061041,786,756,"6,8","5,39","2,00"
T24061051,725,"691,5","6,8","4,81","2,03"
T24061061,641,"611,8","8,1","5,61","2,45"
T24061061,641,"611,8","8,1","5,61","2,45"
T24061131,521,"493,9","5,6","4,65","1,55"
T24061131,521,"493,9","5,6","4,65","1,55"
T24061141,783,"744,6","6,6","4,65","1,48"
T24061141,783,"744,6","6,6","4,65","1,48"
T24061151,987,"944,9","6,2","5,61","2,39"
T24061151,987,"944,9","6,2","5,61","2,39"
T24061161,537,"505,6","7,5","4,65","2,65"
T24061161,537,"505,6","7,5","4,65","2,65"
T24061231,1129,1089,"5,9","4,33","1,35"
T24061231,1129,1089,"5,9","4,33","1,35"
T24061241,528,"504,5","6,3","4,65","2,27"
T24061241,528,"504,5","6,3","4,65","2,27"
T24061251,1602,"1547,5","5,5","5,94","1,51"
T24061251,1602,"1547,5","5,5","5,94","1,51"
T24061261,551,"527,5","6,0","5,94","2,67"
T24061261,551,"527,5","6,0","5,94","2,67"
T24061331,1071,"1035,2","7,4","5,94","2,40"
T24061331,1071,"1035,2","7,4","5,94","2,40"
T24061341,691,"665,3","7,4","5,94","2,40"
T24061341,691,"665,3","7,4","5,94","2,40"
T24061351,685,"655,6","6,8","5,39","1,95"
T24061361,514,489,"6,3","5,39","2,07"
T24061431,911,876,"8,6","6,34","1,86"
T24061431,911,876,"8,6","6,34","1,86"
T24061441,1120,"1077,2","6,0","4,33","3,01"
T24061441,1120,"1077,2","6,0","4,33","3,01"
T24061451,828,"794,5","6,0","4,65","2,19"
T24061451,828,"794,5","6,0","4,65","2,19"
T24061461,652,"619,2","7,6","6,34","2,64"
T24061461,652,"619,2","7,6","6,34","2,64"
T24061531,597,"575,6","7,3","4,43","1,64"
T24061541,599,590,"6,0","4,65","2,72"
T24061541,492,"462,9","6,0","4,33","2,72"
T24061541,599,590,"6,0","4,65","2,72"
T24061541,492,"462,9","6,0","4,33","2,72"
T24061551,591,"564,6","6,9","5,39","2,29"
T24061561,890,855,"5,8","4,43","2,31"
T24061731,704,678,"8,1","3,90","2,55"
T24061741,486,"467,5","7,2","3,90","2,88"
T24061751,761,"726,8","7,8","4,43","2,90"
T24061761,844,809,"6,5","8,13","1,74"
T24061831,736,"706,2","7,6","6,34","2,49"
T24061831,736,"706,2","7,6","6,34","2,49"
T24061841,469,454,"6,0","4,33","2,44"
T24061841,469,454,"6,0","4,33","2,44"
T24061851,898,"855,9","6,3","6,34","2,63"
T24061851,898,"855,9","6,3","6,34","2,63"
T24061861,658,"619,2","6,5","8,13","2,70"
T24061931,1080,"1040,8","6,7","3,90","1,40"
T24061941,777,752,"5,8","5,04","1,31"
T24061941,777,752,"5,8","5,04","1,31"
T24061951,"508,5","508,5","10,2","4,33","1,29"
T24061951,375,375,"10,2","6,34","1,29"
T24061951,260,260,"10,2","5,04","1,29"
T24061951,"508,5","508,5","10,2","4,33","1,29"
T24061951,375,375,"10,2","6,34","1,29"
T24061951,275,275,"10,2","8,13","1,29"
T24061951,246,246,"10,2","3,90","1,29"
T24061951,260,260,"10,2","5,04","1,29"
T24062031,509,488,"5,9","6,28","1,67"
T24062031,509,488,"5,9","6,28","1,67"
T24062041,795,"767,6","7,0","5,04","1,96"
T24062041,795,"767,6","7,0","5,04","1,96"
T24062051,659,"628,3","6,4","8,13","1,72"
T24062061,824,788,"6,7","6,28","1,86"
T24062061,824,788,"6,7","6,28","1,86"
T24062131,837,802,"7,7","6,28","2,54"
T24062131,837,802,"7,7","6,28","2,54"
T24062141,527,"501,3","5,6","6,28","1,65"
T24062141,527,"501,3","5,6","6,28","1,65"
T24062151,619,590,"6,7","5,04","3,16"
T24062151,492,470,"6,7","5,04","3,16"
T24062151,514,490,"6,7","6,28","3,16"
T24062151,269,250,"6,7","5,19","3,16"
T24062151,619,590,"6,7","5,04","3,16"
T24062151,492,470,"6,7","5,04","3,16"
T24062151,514,490,"6,7","6,28","3,16"
T24062151,269,250,"6,7","5,19","3,16"
T24062231,553,"533,3","8,0","5,19","1,38"
T24062231,553,"533,3","8,0","5,19","1,38"
T24062241,904,"869,8","9,7","5,19","2,65"
T24062241,904,"869,8","9,7","5,19","2,65"
T24062251,792,"757,8","7,4","5,19","1,59"
T24062251,792,"757,8","7,4","5,19","1,59"
T24062261,573,573,"10,5","5,04","1,18"
T24062261,387,387,"10,5","6,28","1,18"
T24062261,573,573,"10,5","5,04","1,18"
T24062261,387,387,"10,5","6,28","1,18"
T24062431,674,"642,2","6,5","5,19","2,20"
T24062431,674,"642,2","6,5","5,19","2,20"
T24062441,926,"888,9","7,0","3,22","2,62"
T24062441,926,"888,9","7,0","3,22","2,62"
T24062531,564,"543,3","7,6","3,22","1,89"
T24062531,564,"543,3","7,6","3,22","1,89"
T24062541,910,"873,6","6,6","5,49","1,75"
T24062541,910,"873,6","6,6","5,49","1,75"
T24062551,667,"644,2","8,0","5,49","2,10"
T24062551,667,"644,2","8,0","5,49","2,10"
T24062561,713,"679,5","7,6","5,49","2,58"
T24062561,713,"679,5","7,6","5,49","2,58"
T24062631,722,"693,8","7,6","5,49","2,35"
T24062631,722,"693,8","7,6","5,49","2,35"
T24062651,916,"867,5","6,7","5,49","2,21"
T24062651,916,"867,5","6,7","5,49","2,21"
T24062731,332,322,"7,3","3,22","2,10"
T24062731,332,322,"7,3","3,22","2,10"
T24062741,467,"456,3","10,2","3,22","2,43"
T24062741,467,"456,3","10,2","3,22","2,43"
T24062751,288,280,"7,0","5,19","2,81"
T24062751,963,"907,5","7,0","3,22","2,81"
T24062751,288,280,"7,0","5,19","2,81"
T24062751,963,"907,5","7,0","3,22","2,81"
T24071251,1962,1962,"7,0","5,71","2,33"
T24071561,505,"477,9","6,7","3,54","1,58"
T24071661,668,"635,2","7,0","3,54","1,68"
T24072361,655,"626,5","7,1","3,54","2,41"
T24072461,913,878,"6,1","5,10","2,69"
T24072461,913,878,"6,1",,"2,69"
T24072561,643,"618,3","7,8","3,54","2,43"
T24082951,"236,5","236,5",,"5,10",
T24082951,"236,5","236,5",,,
T24090751,587,"570,6","6,3","6,08","1,86"
T24090961,937,"911,4","4,4","4,68","1,57"
T24091341,522,"489,1","6,2","4,68","2,45"
T24091351,821,821,"6,5","6,08","1,73"
T24091431,1219,1219,"6,8","6,08","2,79"
T24091451,1060,1000,"7,1","4,68","2,35"
T24091751,982,"955,7","5,7","4,68","1,28"
T24091831,369,"354,9","6,3","6,08","1,86"
T24091841,587,"551,5","5,9","4,68","2,92"
T24092051,750,"749,29","5,8","4,82","2,14"
T24092061,742,742,"5,3","6,08","2,45"
T24092141,706,"684,3","5,8","6,08","2,14"
T24092161,837,"795,9","5,3","4,82","2,64"
T24092161,1038,1032,"5,1","5,63","2,64"
T24092331,1021,"960,5","6,7","6,05","2,45"
T24092351,221,"205,8",,"4,82",
T24092361,786,"755,05","5,7","4,82","1,87"
T24092461,727,697,"5,1","6,05","2,19"
T24092551,558,"538,2","6,5","6,05","2,56"
T24092631,741,"710,4","6,2","4,82","2,69"
T24092641,639,"613,95","6,5","5,10","2,30"
T24092651,904,"831,38","5,9","6,05","2,53"
T24092661,616,"592,4","5,6","6,05","2,28"
T24092731,545,"514,05","6,5","6,05","2,03"
T24092751,826,826,"5,4","7,37","2,40"
T24092761,1045,1045,"5,3","4,82","2,18"
T24092841,662,"551,5","7,0","5,10","2,46"
T24092861,1005,965,"5,3","6,98","2,13"
T24093041,1081,"1052,7","5,0","7,37","1,56"
T24093051,631,"597,7","5,6","6,92","1,98"
T24093061,949,949,"5,2","7,37","2,15"
T24100141,676,636,"6,6","6,92","2,21"
T24100151,1226,"1189,4","4,9","6,92","2,46"
T24100241,1049,1009,"5,0","7,57","1,63"
T24100261,569,539,"6,4","6,61","2,25"
T24100341,1258,"1189,7","5,5","6,61","1,99"
T24100351,766,"725,52","6,0","6,92","2,44"
T24100361,852,"818,7","5,3","6,92","2,22"
T24100431,709,663,"6,4","6,61","2,60"
T24100441,723,"680,3","7,1","4,82","1,82"
T24100451,880,"837,62","6,0","6,61","2,15"
T24100461,877,825,"5,8","6,61","2,41"
T24100541,1096,1071,"5,9","4,82","1,42"
T24100551,519,484,"6,3","4,82","2,20"
T24100561,672,619,"5,7","6,98","2,18"
T24100731,1284,1164,"5,7","5,33","1,98"
T24100751,1124,"1075,7","6,0","6,90","1,49"
T24100861,702,661,"6,0","6,98","2,16"
T24100931,585,"567,3","6,2","5,33","1,97"
T24100941,1054,954,"6,9","6,90","2,26"
T24100951,889,716,"6,1","8,46","1,57"
T24100961,964,"914,6","5,3","6,90","2,20"
T24101031,530,"494,5","5,7","6,90","2,12"
T24101041,502,"471,5","5,4","7,82","1,74"
T24101051,628,700,"5,4","7,82","2,08"
T24101061,1061,904,"5,0","5,33","1,90"
T24101131,259,241,"6,7","7,82","1,75"
T24101141,575,"538,4","5,7","5,33","1,35"
T24101151,570,"523,9","6,0","8,46","2,48"
T24101161,835,820,"5,5","6,90","2,05"
T24101231,542,"513,7","6,4","7,06","2,09"
T24101241,478,"446,9","5,6","7,06","2,32"
T24101251,520,488,"6,2","7,82","2,38"
T24101261,1180,"1124,5","5,5","8,46","2,36"
T24101431,1101,1060,"6,1","7,93","1,72"
T24101441,756,726,"6,1","7,93","2,40"
T24101451,897,897,"6,2","7,93","2,31"
T24101461,566,"524,9","6,3","7,06","1,83"
T24101531,1022,932,"5,8","6,21","2,35"
T24101551,841,830,"6,2","7,45","2,06"
T24101561,943,903,"5,5","6,21","1,54"
T24101631,603,555,"6,0","6,21","2,13"
T24101641,673,623,"5,3","7,45","2,00"
T24101651,635,"586,7","5,2","7,06","1,66"
T24101731,801,"774,4","7,7","8,70","2,25"
T24101741,670,625,"4,7","7,45","2,22"
T24101751,676,626,"5,2","8,70","1,85"
T24101761,377,350,"6,7","8,70","1,94"
T24101841,569,524,"6,2","6,69","1,80"
T24101841,753,"712,5","5,8","6,69","1,91"
T24101851,581,"539,9","5,1","8,70","2,09"
T24101861,550,"513,4","6,1","6,69","2,34"
T24101931,444,"415,7","5,8","6,69","2,15"
T24101941,747,717,"5,0","7,28","1,87"
T24101951,435,"403,9","6,9","7,26","2,09"
T24101961,995,"955,6","5,0","7,26","1,56"
T24102131,860,"822,3","5,3","7,28","1,93"
T24102141,783,"739,7","4,9","7,28","2,12"
T24102151,500,"468,9","6,4","7,26","2,33"
T24102161,894,880,"4,9","7,26","1,89"
T24102231,455,"424,5","5,5","7,26","2,04"
T24102241,820,781,"5,5","7,28","2,00"
T24102251,555,"520,6","5,6","7,26","2,21"
T24102261,1209,1190,"4,9","7,28","1,90"
T24102331,1105,1072,"4,8","6,11","1,75"
T24102341,992,900,"4,9","6,43","1,78"
T24102351,1394,"1346,8","4,9","6,11","2,20"
T24102361,827,"785,4","5,8","6,11","1,81"
T24102431,1290,1240,"4,7","6,43","1,82"
T24102441,795,790,"6,1","6,11","1,97"
T24102451,1109,"1062,9","5,5","5,33","2,53"
T24102451,308,286,"6,7","7,26","1,89"
T24102461,725,686,"5,5","6,46","1,82"
T24102531,625,591,"6,0","6,46","1,80"
T24102541,916,876,"5,2","6,43","1,75"
T24102551,606,572,"6,1","6,46","2,10"
T24102561,1129,1086,"5,3","6,43","2,38"
T24102631,996,951,"6,0","6,46","1,95"
T24102631,709,678,"5,7","7,55","1,76"
T24102632,654,654,"10,1","7,23","0,77"
T24102632,359,359,"10,1","6,54","0,62"
T24102632,377,377,"10,1","5,45","0,62"
T24102632,399,319,"9,6","7,83","0,62"
T24102632,395,395,"9,6","7,33","0,62"
T24102632,385,385,"11,0","6,06","0,80"
T24102632,354,354,"11,0","6,89","0,80"
T24102632,400,400,"10,0","6,35","0,76"
T24102632,394,394,"10,0","6,57","0,76"
T24102632,359,359,"10,0","8,01","0,76"
T24102632,755,755,"10,0","5,55","0,70"
T24102632,397,397,"11,0","7,56","0,80"
T24102632,780,780,"9,5","7,92","0,66"
T24102632,736,736,"10,1","6,41","0,77"
T24102651,917,876,"5,2","7,55","1,85"
T24102661,520,496,"6,6","7,55","2,00"
T24102831,508,480,"6,4","6,75","2,04"
T24102841,508,762,"5,0","6,75","1,51"
T24102851,546,514,"6,4","6,75","1,83"
T24102861,734,700,"6,0","7,55","2,10"
T24102931,966,926,"6,0","7,20","1,38"
T24102931,1122,1067,"5,0","7,20","1,61"
T24102961,1007,970,"5,1","7,20","1,92"
T24103041,1022,971,"6,0","5,98","1,90"
T24103061,918,878,"5,7","5,98","1,84"
T24103131,784,753,"5,6","6,11","2,49"
T24103141,806,766,"5,0","7,71","1,88"
T24103151,1895,1829,"6,1","7,71","1,24"
T24103161,814,773,"5,5","7,55","2,08"
T24110431,864,828,"6,3","7,71","2,11"
T24110441,715,678,"7,7","5,98","1,68"
T24110451,293,275,"5,3","6,43","1,62"
T24110461,1077,1077,"6,1","6,46","2,26"
T24110541,348,327,"6,3","7,55","1,68"
T24110551,468,441,"6,3","6,75","1,60"
T24110561,693,666,"6,3","7,71","2,14"
T24110631,1156,1076,"5,1",,"1,53"
T24110641,632,604,"5,4","7,57","1,81"
T24110651,978,938,"5,6","7,20","2,36"
T24110661,1086,1051,"5,4","6,75","1,88"
T24110731,671,643,"6,9","6,75","2,43"
T24110741,1064,1028,"6,3","5,98","2,34"
T24110761,951,951,"6,2","7,57","2,04"
T24110761,662,630,"5,9","7,57","2,02"
T24110831,1288,1249,"5,8","5,70","2,11"
T24110841,606,576,"6,2","5,70","1,89"
T24110851,668,633,"7,0","5,70","1,62"
T24110861,894,854,"5,5","5,70","1,69"
T24110931,1068,"1028,5","6,8","6,53","1,97"
T24110961,378,360,"5,9","7,20","2,40"
T24110961,746,"727,3","5,9","5,70","2,40"
T24111231,825,787,"7,9","7,57","2,30"
T24111241,863,831,"6,3","6,35","1,79"
T24111251,1158,1117,"5,7","6,53","1,85"
T24111261,634,600,"6,3","5,98","1,95"
T24111331,721,696,"7,1","6,35","2,44"
T24111341,1375,1335,"6,7","6,35","1,73"
T24111351,850,820,"6,0","6,53","2,44"
T24111351,644,629,"6,0","6,35","2,44"
T24111361,695,665,"6,5","6,53","1,79"
T24111431,858,831,"8,1","6,53","1,78"
T24111441,830,779,"6,4","6,84","1,93"
T24111451,995,954,"5,4","6,84","1,90"
T24111461,1191,1148,"5,9","6,35","1,70"
T24111531,908,858,"5,5","6,94","1,74"
T24111541,1006,996,"10,0","5,71","0,91"
T24111551,1673,1615,"4,8","9,04","1,43"
T24111561,1011,1011,"5,6","6,84","2,03"
T24111631,877,"857,5","7,9","6,84","2,22"
T24111641,814,785,"7,1","5,65","1,97"
T24111651,969,928,"5,7","6,95","1,73"
T24111661,312,292,"7,6","6,95","1,67"
T24111831,746,701,"6,5","5,65","2,00"
T24111841,765,723,"5,6","8,70","1,13"
T24111861,562,536,"6,7","6,95","2,37"
T24111941,958,926,"6,8","6,95","2,02"
T24111951,744,"716,8","6,2","6,84","1,85"
T24111951,808,785,"5,9","8,60","2,38"
T24111961,957,957,"5,9","6,94","2,40"
T24112031,1155,1155,"10,8","5,62","0,95"
T24112031,430,430,"10,8","5,63","0,95"
T24112051,940,898,"5,7","8,60","1,64"
T24112141,783,"767,3","6,0","5,65","1,63"
T24112151,1071,1028,"5,2","6,94","1,88"
T24112161,1010,1010,"6,1","8,16","2,25"
T24112231,689,668,"7,8","5,65","2,28"
T24112251,683,662,"6,0","8,70","2,67"
T24112331,159,152,"9,4","8,60","2,17"
T24112341,698,680,"5,0","8,60","2,09"
T24112351,1132,1085,"5,7","8,16","1,80"
T24112361,576,555,"6,8","8,70","2,23"
T24112541,932,911,"5,0","9,04","2,36"
T24112551,971,935,"5,5","8,16","1,94"
T24112561,996,996,"6,0","9,04","2,47"
T24112631,627,604,"7,4","5,62","1,93"
T24112641,622,604,"6,8","8,70","2,22"
T24112661,948,917,"6,2","9,04","2,04"
T24112761,852,816,"6,3","5,62","2,73"
T24112831,491,473,"6,2","7,39","1,97"
T24112851,676,656,"6,1","7,39","2,53"
T24112951,727,700,"6,6","7,39","1,80"
T24113031,436,424,"8,3","5,62","2,17"
T24113061,767,732,"5,9","7,39","1,71"
T24120241,348,337,"7,8","5,48","0,84"
T24120351,1219,1188,"5,9","5,62","2,34"
T24120361,882,859,"5,9","7,39","2,01"
T24120461,684,"665,9","5,6","5,63","1,75"
T24120541,518,504,"7,6","7,39","2,04"
T24120551,819,791,"6,5","5,63","2,28"
T24120651,858,835,"5,9","5,63","2,10"
T24120741,825,810,"7,6","5,71","2,47"
T24120751,566,540,"7,0","5,63","1,88"
T24120951,730,701,"7,2","5,71","2,14"
T24121031,933,905,"6,2","6,58","1,56"
T24121061,678,655,"6,6","5,48","2,32"
T24121151,992,966,"5,9","6,58","2,04"
T24121441,717,695,"6,9","6,58","2,28"
T24121641,297,290,"10,5","5,48","1,61"
T24121761,979,952,"6,2","6,58","2,00"
T24121851,1136,1105,"6,8","5,48","2,03"
T24121961,830,812,"6,2","6,58","1,96"
T24122851,917,887,"6,0","7,14","2,49"
T25010251,1155,1130,"5,8","7,14","2,15"
T25010351,1298,1273,"5,9","7,14","2,15"
T25010441,779,763,"6,4","7,15","1,85"
T25010841,1045,1017,"5,4","7,14","2,21"
T25010851,700,690,"5,6","5,48","2,20"
T25010851,451,441,"5,6","7,15","2,20"
T25010941,757,731,"7,4","7,15","2,13"
T25011141,773,756,"7,2","7,15","1,86"
T25011151,963,940,"5,8","7,15","2,27"
T25011161,975,945,"6,5","5,22","2,44"
T25011351,234,225,"8,3","5,22","1,44"
T25011551,1313,1280,"5,9","5,22","1,99"
T25011761,1316,1275,"5,9","5,22","1,83"
T25011841,581,562,"7,6","7,07","2,27"
T25011851,1888,1832,"7,3","7,34","2,07"
T25012161,1200,1168,"6,2","7,07","2,26"
T25012251,1251,1218,"6,1","7,23","1,83"
T25012341,1087,1052,"5,9","7,23","1,81"
T25012361,768,750,"6,9","7,34","2,06"
T25012361,618,590,"6,9","7,34","2,06"
T25012541,767,747,"6,8","7,34","1,68"
T25012551,1963,"1894,9","6,0","7,07","2,15"
T25012741,829,808,"7,7","7,23","2,08"
T25012751,381,370,"6,6","7,07","2,22"
T25012751,337,328,"6,6","7,34","2,22"
T25012751,353,344,"6,6","7,23","2,22"
T25012831,321,321,"11,6","9,44","0,93"
T25012831,"639,5","639,5","11,6","6,62","0,93"
T25012831,"483,5","483,5","11,5","7,61","0,54"
T25012831,"564,5","564,5","10,3","6,81","0,93"
T25012831,"611,5","611,5","10,8","8,28","0,95"
T25012831,"629,5","629,5","10,5","6,46","0,94"
T25012831,575,575,"10,0","5,73","0,94"
T25012831,"572,5","572,5","10,0","7,11","0,98"
T25012831,"686,5","686,5","9,8","6,80","1,01"
T25012831,667,667,"10,7","6,51","0,91"
T25012831,"585,5","585,5","10,7","5,63","0,91"
T25012831,645,667,"10,7","6,17","0,91"
T25012831,"597,5","597,5","10,7","4,93","0,91"
T25012831,"580,5","580,5","10,7","5,78","0,91"
T25012831,321,321,"10,7","6,42","0,91"
T25012831,300,"580,5","10,7","5,19","0,91"
T25012831,"311,5","311,5","10,7","5,18","0,91"
T25012831,"352,5","352,5","10,7","5,78","0,91"
T25012831,283,"352,5","10,7","4,77","0,91"
T25012831,"291,5","291,5","10,7","5,80","0,91"
T25012851,993,973,"5,5","6,58","1,92"
T25012961,538,"519,4","6,6","6,58","1,57"
T25013141,601,587,"7,7","6,58","1,75"
T25013151,791,766,"6,0","6,58","2,19"
T25020131,914,892,"6,7","6,54","2,21"
T25020141,903,873,"6,9","6,54","2,02"
T25020151,841,812,"6,1","6,58","2,15"
T25020161,708,688,"7,6","6,54","1,85"
T25020351,811,794,"6,0","6,54","2,30"
T25020451,1462,1427,"5,2","5,45","1,93"
T25020561,896,871,"6,2","5,45","2,50"
T25020751,304,297,"6,5","6,54","2,17"
T25020751,832,812,"6,5","5,45","2,17"
T25020841,637,620,"6,1","5,45","1,90"
T25020851,824,802,"6,7","6,89","1,90"
T25020861,948,922,"5,0","6,89","2,23"
T25021051,1657,1619,"5,0","6,89","1,92"
T25021261,1164,1137,"6,8","6,43","2,16"
T25021461,1135,1091,"6,9","6,43","1,71"
T25021541,348,335,"6,6","6,89","0,95"
T25021541,464,460,"6,6","6,74","0,95"
T25021551,1005,982,"5,9","6,43","1,98"
T25021561,824,"801,2","5,0","6,43","1,92"
T25021741,959,936,"5,9","7,83","1,75"
T25021751,607,587,"6,4","6,89","2,14"
T25021751,402,400,"6,4","6,74","2,14"
T25021841,1455,1423,"5,0","6,74","1,82"
T25021861,1594,1554,"6,0","6,74","2,34"
T25021931,930,913,"8,6","7,83","2,11"
T25021961,1029,997,"6,0","7,83","2,09"
T25022031,635,620,"8,4","6,74","2,12"
T25022051,1197,1162,"5,8","7,83","2,15"
T25022141,1113,1085,"5,3","7,33","2,07"
T25022231,859,835,"8,3","7,33","2,34"
T25022241,613,602,"5,3","7,33","2,18"
T25022251,799,789,"5,4","7,33","1,89"
T25022451,730,712,"6,6","7,33","1,71"
T25022541,908,886,"7,5","6,06","1,93"
T25022561,952,922,"7,0","6,89","2,31"
T25022651,890,"864,3","5,2","6,06","2,89"
T25022761,1152,1113,"5,7","6,89","2,15"
T25022851,1249,"1222,5","5,3","6,89","1,96"
T25030141,519,506,"6,6","6,06","2,18"
T25030141,1000,"974,3","7,1","6,35","2,09"
T25030151,876,"848,5","5,8","6,35","2,73"
T25030161,649,624,"6,9","6,06","1,52"
T25030341,1014,985,"6,7","6,35","1,81"
T25030361,1113,1087,"5,6","6,57","2,15"
T25030451,860,840,"6,1","6,57","1,83"
T25030531,1167,1140,"7,3","8,01","2,29"
T25030541,677,656,"7,1","6,35","2,12"
T25030561,703,676,"6,0","6,57","2,32"
T25030631,516,500,"7,6","6,06","1,80"
T25030631,736,721,"4,9","6,89","2,17"
T25030651,1252,1221,"5,1","8,01","2,42"
T25030731,731,717,"5,6","6,57","2,39"
T25030751,1026,997,"5,4","5,55","3,02"
T25030761,1541,1513,"4,9","8,01","1,83"
T25030831,859,845,"7,1","7,56","2,26"
T25030851,362,350,"5,4","6,57","2,03"
T25030851,282,275,"5,4","8,01","2,03"
T25030851,365,361,"5,4","5,55","2,03"
T25030861,1135,1114,"4,5","7,56","2,18"
T25031031,935,919,"7,0","5,55","1,96"
T25031041,382,370,"7,2","7,56","2,07"
T25031051,1186,1163,"7,0","6,76","2,16"
T25031061,649,630,"5,1","6,76","1,78"
T25031131,790,775,"8,5","6,76","1,81"
T25031141,707,689,"7,4","6,76","2,15"
T25031161,989,964,"6,5","6,76","1,83"
T25031231,575,563,"8,3","5,55","1,69"
T25031241,383,380,"6,1","5,55","2,25"
T25031241,360,347,"6,1","7,92","2,25"
T25031251,703,687,"6,6","7,92","2,48"
T25031261,807,783,"6,2","7,92","2,80"
T25031331,919,897,"7,1","7,56","2,04"
T25031341,903,886,"6,2","6,41","2,45"
T25031341,1146,1125,"6,4","9,44","1,89"
T25031351,1334,1300,"5,8","6,41","2,22"
T25031441,441,430,"5,9","7,56","1,99"
T25031441,682,671,"5,9","7,92","1,99"
T25031451,989,963,"4,8","9,44","2,80"
T25031461,1147,1126,"4,8","9,44","1,85"
T25031531,793,782,"7,5","6,62","2,47"
T25031541,673,660,"8,2","7,92","2,03"
T25031541,289,"278,2","8,2","7,61","2,03"
T25031551,790,776,"6,2","6,41","2,05"
T25031561,1061,1039,"5,7","7,61","2,08"
T25031731,909,886,"8,1","6,62","2,39"
T25031751,446,431,"6,2","7,61","2,31"
T25031761,1148,1130,"5,6","9,44","1,80"
T25031761,439,429,"5,6","7,61","1,80"
T25031841,886,869,"6,2","6,41","2,10"
T25031851,1333,1304,"6,0","6,81","1,64"
T25031931,981,981,"11,5","6,81","2,26"
T25031951,937,910,"6,0","6,81","2,79"
T25031961,712,695,"6,0","7,61","2,40"
T25032041,815,815,"6,3","6,62","2,06"
T25032061,766,744,"6,7","8,28","2,39"
T25032131,847,826,"8,6","8,28","2,60"
T25032151,710,692,"6,2","7,61","2,34"
T25032161,439,430,"5,9","6,62","2,05"
T25032161,397,387,"5,9","8,28","2,05"
T25032231,819,803,"7,6","8,28","1,52"
T25032241,687,674,"5,7","6,62","1,73"
T25032251,1235,1215,"6,1","6,46","2,35"
T25032261,971,943,"6,1","6,46","2,29"
T25032431,908,889,"7,5","6,46","1,94"
