Kilo,Data
2172,15.02.2024
1235,16.02.2024
621,16.02.2024
917,17.02.2024
788,17.02.2024
921,19.02.2024
5158,19.02.2024
1025,19.02.2024
1589,20.02.2024
844,21.02.2024
913,21.02.2024
1577,22.02.2024
1083,22.02.2024
1032,23.02.2024
1824,24.02.2024
2866,26.02.2024
631,26.02.2024
1360,27.02.2024
938,27.02.2024
832,27.02.2024
2146,27.02.2024
1089,28.02.2024
724,28.02.2024
1223,28.02.2024
610,28.02.2024
1468,28.02.2024
1015,29.02.2024
3215,29.02.2024
915,29.02.2024
1068,1.03.2024
2631,1.03.2024
1805,2.03.2024
778,2.03.2024
817,2.03.2024
1936,2.03.2024
3366,4.03.2024
1025,4.03.2024
2014,5.03.2024
1562,5.03.2024
844,5.03.2024
1056,5.03.2024
895,6.03.2024
627,6.03.2024
996,6.03.2024
1772,7.03.2024
846,7.03.2024
1103,8.03.2024
1082,8.03.2024
745,8.03.2024
291,9.03.2024
983,9.03.2024
1335,11.03.2024
933,11.03.2024
988,11.03.2024
1107,12.03.2024
2486,12.03.2024
723,13.03.2024
689,13.03.2024
726,14.03.2024
952,14.03.2024
910,14.03.2024
3482,15.03.2024
750,15.03.2024
798,15.03.2024
939,16.03.2024
1542,16.03.2024
1324,16.03.2024
584,18.03.2024
953,18.03.2024
3352,18.03.2024
852,18.03.2024
2881,19.03.2024
1001,19.03.2024
994,20.03.2024
1393,20.03.2024
1020,21.03.2024
923,22.03.2024
759,22.03.2024
791,23.03.2024
306,23.03.2024
859,25.03.2024
1422,25.03.2024
1120,25.03.2024
818,25.03.2024
1025,26.03.2024
730,26.03.2024
901,26.03.2024
778,27.03.2024
909,27.03.2024
3145,27.03.2024
1056,28.03.2024
563,28.03.2024
1116,2.04.2024
1299,2.04.2024
850,2.04.2024
737,3.04.2024
673,4.04.2024
984,4.04.2024
2388,5.04.2024
958,5.04.2024
752,5.04.2024
3723,9.04.2024
749,9.04.2024
893,10.04.2024
748,11.04.2024
616,11.04.2024
757,11.04.2024
386,11.04.2024
1465,12.04.2024
551,12.04.2024
1907,12.04.2024
772,13.04.2024
1257,13.04.2024
985,13.04.2024
1142,13.04.2024
"1655,9",14.04.2024
1005,15.04.2024
1801,15.04.2024
1280,16.04.2024
1967,16.04.2024
1385,16.04.2024
989,16.04.2024
2838,17.04.2024
602,18.04.2024
946,18.04.2024
1172,19.04.2024
1034,19.04.2024
595,19.04.2024
1208,20.04.2024
1136,20.04.2024
1347,20.04.2024
1338,22.04.2024
383,22.04.2024
959,22.04.2024
"1429,5",22.04.2024
2335,23.04.2024
1062,23.04.2024
711,23.04.2024
2163,23.04.2024
475,24.04.2024
763,24.04.2024
3363,25.04.2024
338,25.04.2024
2127,26.04.2024
929,26.04.2024
848,26.04.2024
2410,27.04.2024
535,27.04.2024
1073,27.04.2024
941,27.04.2024
1093,29.04.2024
808,29.04.2024
743,29.04.2024
636,30.04.2024
806,1.05.2024
1350,2.05.2024
2185,2.05.2024
1178,2.05.2024
558,4.05.2024
969,4.05.2024
939,4.05.2024
1033,6.05.2024
520,6.05.2024
3218,7.05.2024
590,7.05.2024
3029,7.05.2024
915,7.05.2024
2534,7.05.2024
1175,8.05.2024
3105,8.05.2024
521,8.05.2024
866,9.05.2024
622,9.05.2024
1587,10.05.2024
1278,10.05.2024
897,10.05.2024
785,10.05.2024
1179,10.05.2024
767,11.05.2024
1981,11.05.2024
817,13.05.2024
1138,13.05.2024
1142,13.05.2024
1800,13.05.2024
"1455,5",14.05.2024
767,14.05.2024
904,14.05.2024
902,14.05.2024
688,15.05.2024
768,15.05.2024
1019,15.05.2024
2690,15.05.2024
669,16.05.2024
1224,16.05.2024
634,16.05.2024
2993,17.05.2024
915,17.05.2024
721,17.05.2024
1011,17.05.2024
2119,18.05.2024
872,18.05.2024
870,18.05.2024
1029,18.05.2024
574,21.05.2024
955,21.05.2024
1723,22.05.2024
755,22.05.2024
517,23.05.2024
1230,23.05.2024
701,23.05.2024
657,24.05.2024
668,24.05.2024
455,25.05.2024
802,25.05.2024
900,25.05.2024
289,25.05.2024
1311,27.05.2024
1674,27.05.2024
1148,27.05.2024
373,27.05.2024
1778,29.05.2024
1978,29.05.2024
603,31.05.2024
778,1.06.2024
897,1.06.2024
1180,1.06.2024
1163,3.06.2024
381,3.06.2024
834,3.06.2024
1552,3.06.2024
889,4.06.2024
1000,4.06.2024
599,4.06.2024
417,4.06.2024
836,5.06.2024
1077,5.06.2024
"3428,5",5.06.2024
913,6.06.2024
820,6.06.2024
1126,6.06.2024
697,6.06.2024
952,7.06.2024
997,7.06.2024
1905,7.06.2024
750,7.06.2024
491,8.06.2024
635,8.06.2024
1250,8.06.2024
641,10.06.2024
725,10.06.2024
1319,10.06.2024
987,11.06.2024
953,11.06.2024
783,11.06.2024
1839,12.06.2024
551,12.06.2024
1602,12.06.2024
2990,13.06.2024
1290,13.06.2024
2017,14.06.2024
828,14.06.2024
911,14.06.2024
591,15.06.2024
1217,15.06.2024
890,15.06.2024
1091,15.06.2024
486,17.06.2024
1950,17.06.2024
469,18.06.2024
2307,18.06.2024
1665,19.06.2024
1080,19.06.2024
3262,19.06.2024
809,19.06.2024
1906,19.06.2024
1480,20.06.2024
509,20.06.2024
2511,20.06.2024
837,21.06.2024
527,21.06.2024
960,22.06.2024
1732,22.06.2024
1451,22.06.2024
904,22.06.2024
1630,24.06.2024
674,24.06.2024
713,25.06.2024
564,25.06.2024
910,25.06.2024
722,26.06.2024
916,26.06.2024
4043,27.06.2024
332,27.06.2024
1134,27.06.2024
505,15.07.2024
2211,25.07.2024
"761,5",12.08.2024
"236,5",29.08.2024
937,9.09.2024
522,13.09.2024
982,17.09.2024
956,18.09.2024
1961,20.09.2024
706,21.09.2024
221,23.09.2024
1021,23.09.2024
558,25.09.2024
741,26.09.2024
616,26.09.2024
1249,28.09.2024
1081,30.09.2024
631,30.09.2024
1226,1.10.2024
852,3.10.2024
1258,3.10.2024
723,4.10.2024
1096,5.10.2024
2652,5.10.2024
672,5.10.2024
1124,7.10.2024
2338,9.10.2024
1517,9.10.2024
1115,10.10.2024
502,10.10.2024
575,11.10.2024
259,11.10.2024
1244,12.10.2024
3094,14.10.2024
"3359,5",15.10.2024
2173,16.10.2024
603,16.10.2024
635,16.10.2024
897,17.10.2024
801,17.10.2024
676,17.10.2024
753,18.10.2024
995,18.10.2024
444,18.10.2024
435,18.10.2024
2289,20.10.2024
1070,21.10.2024
1105,22.10.2024
455,22.10.2024
1105,23.10.2024
308,24.10.2024
569,24.10.2024
606,25.10.2024
1863,25.10.2024
3556,26.10.2024
"7503,5",26.10.2024
799,28.10.2024
508,28.10.2024
966,29.10.2024
1540,31.10.2024
814,31.10.2024
1986,4.11.2024
293,4.11.2024
715,4.11.2024
978,6.11.2024
1086,6.11.2024
1156,6.11.2024
3862,7.11.2024
1468,7.11.2024
2682,8.11.2024
1124,9.11.2024
1834,12.11.2024
634,12.11.2024
825,12.11.2024
1682,12.11.2024
2558,13.11.2024
695,13.11.2024
1022,13.11.2024
2016,14.11.2024
1191,14.11.2024
1673,15.11.2024
660,16.11.2024
1233,18.11.2024
2484,18.11.2024
765,18.11.2024
1895,19.11.2024
940,20.11.2024
2200,21.11.2024
1404,22.11.2024
698,23.11.2024
159,23.11.2024
2101,23.11.2024
1740,25.11.2024
3974,25.11.2024
4022,25.11.2024
2125,26.11.2024
5204,26.11.2024
1810,27.11.2024
676,28.11.2024
1705,4.12.2024
767,4.12.2024
2211,4.12.2024
1634,5.12.2024
858,6.12.2024
825,7.12.2024
3107,7.12.2024
1457,9.12.2024
1497,10.12.2024
3073,10.12.2024
2098,11.12.2024
520,13.12.2024
625,13.12.2024
3801,13.12.2024
297,16.12.2024
3347,18.12.2024
3639,19.12.2024
1945,19.12.2024
4086,20.12.2024
1184,20.12.2024
2453,3.01.2025
779,4.01.2025
1045,8.01.2025
1161,8.01.2025
963,11.01.2025
773,11.01.2025
1892,11.01.2025
234,13.01.2025
6757,15.01.2025
2073,17.01.2025
581,18.01.2025
1888,18.01.2025
1200,21.01.2025
566,22.01.2025
1385,23.01.2025
1087,23.01.2025
1250,23.01.2025
348,23.01.2025
1963,25.01.2025
767,25.01.2025
2080,27.01.2025
2384,27.01.2025
5413,28.01.2025
993,28.01.2025
538,29.01.2025
601,31.01.2025
791,31.01.2025
841,1.02.2025
708,1.02.2025
903,1.02.2025
1462,4.02.2025
896,5.02.2025
948,8.02.2025
3094,14.02.2025
812,15.02.2025
2173,17.02.2025
3112,18.02.2025
1594,18.02.2025
1029,19.02.2025
930,19.02.2025
1113,21.02.2025
811,21.02.2025
1812,22.02.2025
859,22.02.2025
730,24.02.2025
952,25.02.2025
2110,1.03.2025
1132,1.03.2025
876,1.03.2025
1014,3.03.2025
1768,4.03.2025
677,5.03.2025
703,5.03.2025
1167,5.03.2025
516,6.03.2025
731,7.03.2025
2010,8.03.2025
935,10.03.2025
382,10.03.2025
1186,10.03.2025
649,10.03.2025
790,11.03.2025
707,11.03.2025
989,11.03.2025
575,12.03.2025
807,12.03.2025
1479,12.03.2025
4935,13.03.2025
903,13.03.2025
919,13.03.2025
3937,14.03.2025
1146,14.03.2025
1123,14.03.2025
1656,15.03.2025
1925,15.03.2025
1061,15.03.2025
909,17.03.2025
446,17.03.2025
1587,17.03.2025
1333,18.03.2025
937,19.03.2025
1415,19.03.2025
815,20.03.2025
766,20.03.2025
847,21.03.2025
836,21.03.2025
687,22.03.2025
819,22.03.2025
1933,22.03.2025
1235,22.03.2025
908,24.03.2025
1214,24.03.2025
1250,26.03.2025
1493,26.03.2025
979,27.03.2025
754,27.03.2025
3029,27.03.2025
963,27.03.2025
839,27.03.2025
914,28.03.2025
948,28.03.2025
903,29.03.2025
735,29.03.2025
757,29.03.2025
1119,31.03.2025
1078,31.03.2025
1171,31.03.2025
462,1.04.2025
1128,1.04.2025
3188,1.04.2025
262,2.04.2025
568,3.04.2025
416,4.04.2025
901,5.04.2025
830,5.04.2025
749,5.04.2025
1412,7.04.2025
791,7.04.2025
2943,7.04.2025
598,7.04.2025
1122,9.04.2025
1310,9.04.2025
1095,9.04.2025
1932,10.04.2025
860,10.04.2025
1005,11.04.2025
880,12.04.2025
1822,12.04.2025
1477,12.04.2025
1624,15.04.2025
2022,23.04.2025
1137,24.04.2025
917,24.04.2025
1233,25.04.2025
657,26.04.2025
578,29.04.2025
691,29.04.2025
1429,29.04.2025
723,30.04.2025
851,30.04.2025
385,30.04.2025
669,1.05.2025
605,2.05.2025
1804,5.05.2025
1728,6.05.2025
299,8.05.2025
1009,8.05.2025
280,8.05.2025
862,9.05.2025
801,9.05.2025
794,10.05.2025
697,12.05.2025
929,12.05.2025
3055,13.05.2025
468,14.05.2025
1339,14.05.2025
1868,15.05.2025
479,15.05.2025
2226,16.05.2025
2245,16.05.2025
956,17.05.2025
1734,17.05.2025
1303,19.05.2025
394,20.05.2025
725,21.05.2025
1653,23.05.2025
390,24.05.2025
"1157,5",26.05.2025
954,26.05.2025
1013,27.05.2025
847,27.05.2025
1006,28.05.2025
"4398,5",30.05.2025
"3058,5",31.05.2025
1276,2.06.2025
1064,4.06.2025
997,4.06.2025
1131,7.06.2025
185,7.06.2025
693,10.06.2025
664,10.06.2025
591,14.06.2025
340,14.06.2025
733,16.06.2025
498,18.06.2025
407,20.06.2025
832,21.06.2025
1347,21.06.2025
773,23.06.2025
1325,27.06.2025
1065,19.07.2025
965,24.07.2025
2853,25.07.2025
1463,25.07.2025
624,23.08.2025
